,Partner,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
3910,0,1,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,106.4,5127.95
3286,0,1,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.45,3474.05
5948,1,1,0,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,0,Bank transfer (automatic),84.6,5706.2
5616,1,1,0,DSL,Yes,Yes,No,No,No,No,Month-to-month,0,Electronic check,54.5,2076.05
5657,1,1,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.75,1691.9
547,0,1,1,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Bank transfer (automatic),105.05,6744.25
5492,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),25.3,1748.55
2539,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),26.0,1654.85
1196,1,1,1,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,0,Electronic check,85.25,5538.35
277,1,1,0,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),64.95,1339.8
1032,0,1,0,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,92.1,729.95
1647,1,1,0,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),79.5,868.5
96,1,1,1,DSL,Yes,Yes,No,Yes,No,No,One year,1,Credit card (automatic),66.85,4748.7
3561,0,1,1,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,80.5,2088.8
5161,0,1,0,DSL,No,Yes,No,Yes,No,No,Month-to-month,0,Electronic check,54.15,1312.45
1754,0,1,0,DSL,Yes,Yes,No,No,Yes,Yes,One year,1,Credit card (automatic),74.3,4698.05
4820,1,1,1,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Electronic check,84.3,4916.4
4600,1,1,1,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Mailed check,115.85,6567.9
5459,1,1,0,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,88.85,929.45
1252,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.45,19.45
6746,1,1,0,DSL,No,Yes,No,Yes,No,No,Month-to-month,0,Mailed check,56.5,235.1
5796,1,0,2,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Credit card (automatic),60.0,2768.65
6953,0,1,1,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,82.0,1127.2
4863,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.75,1123.15
5456,0,0,2,DSL,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,31.05,347.25
4892,0,1,1,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,84.35,1745.2
4103,1,1,1,Fiber optic,No,No,Yes,No,No,Yes,Two year,1,Credit card (automatic),90.8,6511.8
935,1,1,1,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,83.25,308.05
5609,1,1,1,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),80.15,2265.25
3310,0,1,0,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,78.45,78.45
1217,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),23.75,1446.8
4388,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.4,358.05
4962,1,1,0,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,0,Mailed check,74.55,1215.8
1457,1,1,1,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,1,Electronic check,108.3,4586.15
6881,1,0,2,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Electronic check,35.15,1051.05
4869,0,1,1,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,80.55,1248.9
5471,0,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.2,1993.25
6573,1,0,2,DSL,No,Yes,Yes,Yes,No,Yes,One year,0,Bank transfer (automatic),51.0,2264.5
1946,1,1,1,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Credit card (automatic),90.4,5099.15
2576,1,1,0,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),108.25,5935.1
6618,0,1,1,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),86.65,2208.75
4888,0,1,0,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,106.05,4510.8
2536,0,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),25.3,676.35
6671,1,1,0,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,1,Mailed check,100.05,6034.85
6080,0,0,2,DSL,Yes,No,No,No,No,No,Month-to-month,0,Mailed check,29.7,29.7
849,1,1,1,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),89.8,6510.45
1447,0,1,1,Fiber optic,No,No,No,Yes,No,No,Month-to-month,0,Credit card (automatic),80.8,332.45
333,0,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,73.85,511.25
4720,0,1,1,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,0,Electronic check,102.1,6688.1
691,1,1,1,DSL,Yes,Yes,No,Yes,No,Yes,One year,1,Bank transfer (automatic),75.25,2344.5
3212,1,1,0,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,80.0,3168.75
856,0,1,1,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,0,Credit card (automatic),86.05,6309.65
6153,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.95,1270.55
3408,0,1,0,DSL,No,Yes,No,No,No,No,Month-to-month,0,Credit card (automatic),50.7,151.3
3532,0,1,0,DSL,No,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,59.45,892.65
4137,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),20.1,232.4
1611,1,1,1,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),90.95,6468.6
480,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.65,225.75
4831,0,0,2,DSL,Yes,Yes,No,Yes,No,No,One year,1,Mailed check,40.2,711.95
5891,0,0,2,DSL,No,No,Yes,No,Yes,No,One year,1,Electronic check,41.6,470.6
446,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,69.55,69.55
4394,0,1,1,DSL,No,No,Yes,Yes,No,No,Month-to-month,0,Electronic check,59.55,1144.6
1277,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),20.1,1326.25
553,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),25.6,514.75
550,1,1,1,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),110.3,7966.9
2252,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.8,1336.65
5395,0,1,0,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Credit card (automatic),81.0,389.6
2817,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.65,875.55
3135,0,1,1,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,99.55,3734.25
6672,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.35,531.6
1216,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.4,1090.6
2094,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.65,391.7
6581,0,1,1,DSL,No,Yes,No,Yes,Yes,No,One year,0,Mailed check,72.1,3886.05
4940,0,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),74.45,1261.35
5533,0,1,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),95.4,2025.1
4450,0,1,1,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,Credit card (automatic),58.6,939.7
1235,1,1,1,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,1,Mailed check,98.3,6066.55
4108,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),19.45,600.25
2687,0,1,0,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,0,Electronic check,91.0,2626.15
5843,1,1,1,Fiber optic,No,No,Yes,No,No,No,One year,1,Bank transfer (automatic),81.6,2815.25
3576,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),23.3,1623.15
2593,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.3,1296.15
6814,1,1,1,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,0,Credit card (automatic),94.0,5438.95
791,0,1,1,DSL,Yes,Yes,Yes,No,No,Yes,One year,1,Credit card (automatic),76.9,5023
562,1,1,0,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,0,Credit card (automatic),69.7,516.15
298,1,1,1,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,74.55,3015.75
5156,0,1,0,DSL,Yes,Yes,No,No,No,No,One year,0,Mailed check,56.1,946.95
1303,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.7,1396.9
3026,1,1,1,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,84.95,1378.25
6831,0,1,1,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,86.8,620.35
5075,1,1,0,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,92.15,3875.4
2405,1,1,0,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,94.2,777.3
2461,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.7,1341.5
2465,0,0,2,DSL,No,No,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),35.25,35.25
3307,1,1,1,DSL,No,Yes,No,Yes,Yes,Yes,Two year,0,Electronic check,79.65,3870.3
5978,0,1,1,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,0,Mailed check,84.25,3847.6
6712,1,1,0,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,0,Electronic check,85.45,2289.9
4038,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.6,1093
4526,0,1,0,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Credit card (automatic),73.75,956.65
5177,1,1,1,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,84.1,3021.6
2084,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),69.75,69.75
2972,1,0,2,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),65.25,4478.85
1809,1,1,1,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,85.0,2642.05
2577,0,1,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.6,94.6
2925,1,1,0,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,0,Mailed check,103.05,5153.5
4954,0,1,0,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,90.85,90.85
1201,0,1,0,DSL,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,49.4,611.65
898,0,1,0,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),98.9,1120.95
18,1,1,0,DSL,No,No,Yes,Yes,No,No,Month-to-month,0,Credit card (automatic),55.2,528.35
2166,1,1,1,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,1,Electronic check,94.05,5483.9
3515,0,1,0,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),55.5,934.15
1999,0,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.95,1710.45
6230,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.05,20.05
1307,0,1,0,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,1,Mailed check,75.55,2680.15
474,1,1,0,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,74.7,74.7
1794,1,1,1,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Mailed check,91.05,6293.75
3762,0,1,1,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,49.0,749.25
3193,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.1,52
2138,1,1,0,DSL,Yes,No,Yes,Yes,No,Yes,Two year,0,Bank transfer (automatic),69.95,3871.85
568,0,1,1,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,100.25,3527.6
5342,0,1,0,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,64.75,2345.2
1153,1,1,0,DSL,Yes,No,Yes,No,Yes,No,One year,1,Mailed check,64.3,3410.6
5443,0,1,0,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,45.45,1233.15
3012,1,1,1,DSL,Yes,Yes,No,Yes,No,No,Two year,1,Credit card (automatic),65.65,3566.7
4145,0,1,0,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,0,Bank transfer (automatic),67.8,842.25
3005,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.3,459.95
6180,0,1,1,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,1,Bank transfer (automatic),102.4,6471.85
4586,1,1,1,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),118.75,8672.45
3488,0,1,1,DSL,No,No,No,No,No,Yes,Month-to-month,0,Mailed check,59.9,542.4
4244,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.75,856.5
1601,1,1,1,Fiber optic,No,Yes,Yes,No,Yes,No,One year,1,Electronic check,94.65,4312.5
4352,1,1,1,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,91.8,5960.5
1498,0,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,75.65,1146.65
2170,0,1,0,DSL,Yes,No,Yes,Yes,No,No,One year,1,Electronic check,60.25,1258.35
5747,1,1,1,DSL,Yes,No,No,Yes,Yes,No,One year,1,Credit card (automatic),72.8,2333.05
6452,0,1,1,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),87.75,1242.2
2120,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,21.0,1210.3
1435,1,1,1,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),109.4,7227.45
5922,1,1,1,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,0,Bank transfer (automatic),105.25,7609.75
670,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),19.85,1039.45
5951,0,1,1,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,0,Credit card (automatic),100.3,3541.4
3545,0,1,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.7,4729.75
3643,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.05,990.45
831,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.05,963.95
6033,0,1,1,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,88.95,2291.2
453,1,1,0,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,81.05,2227.1
5935,0,1,0,DSL,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,59.9,788.35
4865,1,1,1,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,48.8,349.8
1526,0,1,0,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,0,Electronic check,95.4,293.15
2841,0,0,2,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,25.1,79.8
3524,0,1,1,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Credit card (automatic),84.8,906.85
6460,0,1,0,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,0,Electronic check,100.55,4398.15
5634,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,19.9,19.9
1372,0,1,0,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,0,Mailed check,95.3,2192.9
6963,1,1,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),102.6,897.75
3725,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,70.8,70.8
6421,0,1,0,DSL,Yes,Yes,No,Yes,Yes,No,Two year,0,Credit card (automatic),71.05,1524.85
6332,1,1,0,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),105.25,7173.15
4893,0,1,0,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.65,74.9
2144,0,1,0,DSL,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,50.5,147.75
599,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),20.4,1414.45
5706,0,1,0,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,75.7,75.7
4175,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.4,1226.45
3414,0,0,2,DSL,Yes,No,Yes,Yes,No,No,Two year,0,Mailed check,41.9,1875.25
6490,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.4,525.55
5018,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.7,1379.8
2589,0,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,76.05,231.8
1398,0,1,1,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,1,Electronic check,84.35,1938.05
5862,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),70.5,1165.6
3015,1,1,0,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,86.75,5186
868,1,1,1,Fiber optic,No,No,No,No,No,Yes,One year,0,Electronic check,85.55,5084.65
4305,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.55,521.8
3324,0,1,0,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,75.55,75.55
5010,0,1,1,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),88.65,5321.25
6629,1,1,1,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Credit card (automatic),84.1,6129.65
6506,0,1,1,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,84.6,1115.2
1198,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.75,844.45
5876,0,1,0,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,86.0,86
711,1,1,0,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,1,Mailed check,81.0,1683.7
