,Partner,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
4296,1,1,1,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,0,Electronic check,72.25,2568.55
2288,0,1,0,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Mailed check,85.3,420.45
181,0,1,0,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.3,45.3
4493,0,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.3,454.65
971,1,1,1,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),93.85,4733.1
628,0,1,1,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Electronic check,111.65,7943.45
5650,1,1,0,DSL,Yes,Yes,Yes,No,No,No,One year,0,Electronic check,59.8,2343.85
4773,0,0,2,DSL,No,Yes,Yes,No,Yes,Yes,One year,1,Mailed check,53.95,2375.4
3336,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.3,1079.05
6913,1,1,1,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),108.75,7493.05
3460,1,1,0,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),100.05,4834
1370,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.25,538.2
5499,0,1,0,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,79.4,1156.1
4435,1,1,1,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),80.5,1336.9
4013,0,1,1,DSL,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,54.35,117.05
615,0,1,1,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,48.85,631.4
5391,0,0,2,DSL,No,No,No,Yes,Yes,Yes,One year,1,Mailed check,49.25,255.6
3083,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),23.95,1506.4
266,0,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.9,1195.25
3848,0,1,0,DSL,No,Yes,No,No,No,No,Month-to-month,0,Mailed check,49.2,103.7
3980,0,1,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,105.7,2979.5
1937,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.55,265.3
2204,1,1,1,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,111.3,7482.1
3195,0,1,0,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,0,Electronic check,80.55,653.9
1812,1,1,0,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),96.65,1588.25
225,0,0,2,DSL,Yes,No,No,No,Yes,Yes,One year,1,Mailed check,50.6,1288.75
4208,1,0,2,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),60.8,4263.4
5613,1,1,1,DSL,Yes,Yes,Yes,Yes,No,No,Two year,1,Bank transfer (automatic),70.45,5165.7
6986,1,1,1,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,1,Credit card (automatic),94.1,2804.45
4734,1,1,0,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,0,Credit card (automatic),80.0,3182.95
2073,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.9,283.75
4974,0,0,2,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,Mailed check,36.85,108.7
2103,1,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.2,834.7
1190,0,1,1,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,1,Electronic check,104.85,3887.25
2968,0,1,0,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,0,Electronic check,90.4,268.45
4045,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),71.0,914
2494,0,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),75.35,2636.05
5996,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.85,1253.65
5860,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),70.0,153.05
6031,1,0,2,DSL,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,29.3,355.9
4811,0,1,0,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,46.0,193.6
2191,0,1,0,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,91.3,91.3
6472,1,1,1,Fiber optic,Yes,Yes,No,No,Yes,No,One year,0,Bank transfer (automatic),94.15,5811.8
2875,1,1,1,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,85.1,1873.7
2354,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.6,197.4
3736,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),20.2,140.95
5793,0,1,1,DSL,No,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),55.5,767.55
284,1,1,0,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,0,Mailed check,95.15,1779.95
5764,0,1,1,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,0,Electronic check,93.75,5625.55
3311,0,0,2,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,44.8,2104.55
922,1,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,75.4,1189.4
5538,0,1,0,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,81.1,81.1
6526,0,1,1,Fiber optic,No,No,No,Yes,Yes,Yes,One year,1,Bank transfer (automatic),100.6,5069.65
6336,1,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.3,4018.35
4838,1,1,1,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),109.7,7344.45
5917,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.95,59.25
2397,0,1,0,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,88.35,88.35
2359,1,1,1,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,1,Bank transfer (automatic),72.75,2447.45
7009,0,1,1,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,81.0,1917.1
924,0,1,0,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,0,Electronic check,81.7,1820.9
6725,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.5,805.2
1407,0,0,2,DSL,Yes,No,No,Yes,No,Yes,Two year,1,Mailed check,44.55,343.45
6835,1,1,1,Fiber optic,No,Yes,No,No,Yes,No,One year,1,Bank transfer (automatic),88.4,5798.3
4270,1,1,1,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,92.4,6786.1
2474,0,1,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,106.35,4849.1
2278,0,1,0,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,48.2,340.35
6797,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,69.05,1793.25
4115,1,1,1,DSL,Yes,No,Yes,Yes,Yes,No,One year,0,Bank transfer (automatic),77.4,4155.95
1551,0,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.25,566.5
618,0,1,1,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,1,Bank transfer (automatic),87.55,4884.85
1096,1,1,0,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,0,Bank transfer (automatic),81.25,580.1
4193,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.75,208.25
613,0,1,1,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Credit card (automatic),109.8,4860.35
887,0,1,1,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),110.5,2857.6
5509,0,1,0,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,46.0,221.7
4961,1,1,0,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),44.35,768.05
6455,1,0,2,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,44.3,2666.75
3450,1,1,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,104.8,7308.95
779,0,1,0,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,45.35,89.5
1643,1,1,0,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,1,Electronic check,90.35,3419.3
6091,1,1,1,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Mailed check,86.85,156.35
3257,0,1,0,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Mailed check,93.2,2157.3
6615,0,1,0,DSL,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,50.1,484.05
6865,1,1,0,DSL,Yes,No,No,Yes,No,Yes,Two year,0,Mailed check,65.5,564.35
28,1,1,1,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),90.25,6369.45
5627,1,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.85,485.25
5170,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.65,19.65
3285,1,1,0,DSL,Yes,Yes,No,Yes,No,Yes,Two year,1,Credit card (automatic),69.2,4671.65
3610,0,1,1,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),100.15,1164.3
6016,0,1,1,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,0,Electronic check,108.45,7176.55
3399,0,1,1,DSL,No,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),78.45,3373.4
74,0,1,0,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),64.5,177.4
4619,1,1,1,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Bank transfer (automatic),79.65,251.75
5414,0,1,1,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Credit card (automatic),105.65,6903.1
4085,0,0,2,DSL,No,No,No,Yes,No,Yes,One year,1,Credit card (automatic),40.35,1187.05
3511,0,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,24.6,1279
3148,0,1,0,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Credit card (automatic),75.45,3545.1
2614,1,1,1,Fiber optic,Yes,No,No,Yes,No,Yes,One year,1,Credit card (automatic),94.35,6341.45
2232,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.45,754.5
2007,0,1,0,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,80.2,181.1
6262,0,1,1,Fiber optic,Yes,Yes,No,No,No,Yes,One year,0,Bank transfer (automatic),96.75,4442.75
1589,0,1,0,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,1,Electronic check,64.95,493.65
1522,0,1,0,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,1,Bank transfer (automatic),68.85,1970.5
4219,0,1,0,Fiber optic,No,Yes,No,No,No,No,One year,0,Electronic check,75.15,3772.65
3153,0,1,1,DSL,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,54.4,1249.25
1075,1,1,1,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),96.65,5580.8
2696,0,0,2,DSL,Yes,No,Yes,Yes,No,No,Two year,0,Mailed check,38.9,2719.2
1804,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.65,716.4
2825,0,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,26.35,378.6
4249,1,1,0,DSL,No,Yes,Yes,No,No,Yes,One year,1,Mailed check,65.9,660.05
2638,0,1,0,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),105.0,5426.85
3965,1,1,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,106.5,5621.85
3410,0,1,0,DSL,No,No,No,No,Yes,No,Month-to-month,0,Credit card (automatic),53.4,188.7
5705,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.65,19.65
4726,1,0,2,DSL,Yes,Yes,Yes,No,No,Yes,Two year,1,Electronic check,49.2,3580.95
6691,0,0,2,DSL,Yes,Yes,No,Yes,No,No,One year,0,Bank transfer (automatic),41.15,1700.9
3251,0,1,1,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),106.75,4056.75
4513,1,1,1,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),92.45,6440.25
2689,1,1,1,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),116.75,8277.05
5728,0,1,1,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,0,Electronic check,89.4,1132.35
115,1,1,0,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,0,Electronic check,89.85,248.4
4392,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.2,19.2
6841,0,1,0,DSL,Yes,No,No,Yes,No,No,Month-to-month,1,Mailed check,55.75,266.95
6427,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.15,802.35
3708,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.4,231.45
3602,0,1,1,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),66.15,2522.4
5286,1,1,0,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,74.5,609.9
337,0,1,1,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,88.15,6148.45
2692,0,1,0,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,49.8,1049.05
4149,1,0,2,DSL,No,Yes,No,No,Yes,Yes,Two year,0,Electronic check,49.35,3515.25
4851,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.4,204.7
1978,0,1,0,DSL,No,Yes,Yes,Yes,Yes,No,Two year,0,Mailed check,69.75,3894.4
755,0,1,1,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,98.55,1842.8
4566,1,1,0,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Electronic check,100.3,6754.35
1943,0,1,1,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),49.8,49.8
674,0,0,2,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,49.15,2550.9
2717,1,1,1,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),92.65,6733
3517,1,1,0,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),109.5,7534.65
1205,0,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.9,74.9
4267,1,1,1,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),91.15,6637.9
424,0,0,2,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),40.7,449.3
4429,1,1,1,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Bank transfer (automatic),79.7,5743.3
3721,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.65,38.7
665,0,1,0,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Mailed check,74.75,238.1
350,1,1,1,DSL,Yes,No,Yes,Yes,No,No,Two year,1,Credit card (automatic),62.8,2278.75
447,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),25.05,1270.25
710,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.55,19.55
1929,1,1,0,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,81.05,81.05
5827,1,1,1,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),90.05,3097
1225,1,0,2,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,49.95,810.2
3929,1,1,0,DSL,No,No,No,No,No,No,One year,1,Bank transfer (automatic),44.8,2230.85
2771,1,1,0,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,1,Mailed check,63.15,816.8
5254,1,1,1,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),114.75,7842.3
387,0,0,2,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,1,Electronic check,54.75,2348.45
5474,0,1,1,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,84.6,84.6
3553,0,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),23.4,1429.65
1342,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.0,141.6
4858,1,1,0,DSL,Yes,Yes,No,Yes,No,No,One year,0,Mailed check,59.6,3509.4
6291,0,1,1,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,0,Credit card (automatic),79.85,4786.1
4555,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.2,387.4
5299,1,1,1,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),101.3,2812.2
4803,1,1,1,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,0,Bank transfer (automatic),91.7,3479.05
3210,1,1,0,DSL,Yes,No,No,Yes,Yes,No,One year,0,Mailed check,65.8,4068
1613,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.7,675.6
832,1,1,0,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,0,Credit card (automatic),74.1,5222.3
5054,0,1,0,DSL,Yes,No,Yes,No,No,No,One year,1,Credit card (automatic),54.45,3674.95
6632,1,1,1,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,0,Electronic check,62.65,2274.9
3424,0,1,0,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,89.5,863.1
1739,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.9,69.9
5518,1,1,1,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,94.4,2838.7
5514,0,1,0,DSL,Yes,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),48.45,48.45
7022,0,1,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,104.95,7544.3
6965,1,1,1,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,1,Credit card (automatic),94.2,5895.45
1009,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Electronic check,20.75,485.2
5282,1,1,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.2,292.85
400,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.75,624.15
6111,0,1,1,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Bank transfer (automatic),83.85,3532.25
1257,0,0,2,DSL,No,No,No,No,No,Yes,One year,0,Electronic check,34.2,1596.6
21,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.8,202.25
1309,0,1,1,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,85.2,1553.9
237,1,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,73.15,1305.95
3112,1,1,1,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,1,Bank transfer (automatic),100.55,7325.1
3671,0,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,75.1,75.1
672,0,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,75.05,75.05
6834,0,0,2,DSL,No,Yes,No,No,No,Yes,Two year,1,Mailed check,38.8,603
6046,0,1,0,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),85.3,781.4
847,1,0,2,DSL,Yes,No,No,Yes,No,No,One year,0,Credit card (automatic),33.15,444.75
4798,0,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),74.9,2659.45
6401,0,1,0,DSL,Yes,No,No,Yes,No,No,Month-to-month,1,Mailed check,55.1,154.65
1358,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,70.15,735.5
